chr,region,start,end,strand,gene_name
LT708304.1,SSR30,920464,921519,+,BQ2027_MB0849
LT708304.1,SSR30,921571,921963,-,kmtr
LT708304.1,SSR30,922021,922443,-,BQ2027_MB0851C
LT708304.1,SSR30,922405,922695,+,BQ2027_MB0852
LT708304.1,SSR30,922405,922692,+,BQ2027_IS1605'
LT708304.1,SSR30,922800,923705,+,BQ2027_MB0853
LT708304.1,SSR30,923724,924539,-,BQ2027_MB0854C
LT708304.1,SSR30,924627,924699,-,BQ2027_LYST
LT708304.1,SSR30,924823,924896,+,BQ2027_GLUT
LT708304.1,SSR30,924934,925007,+,BQ2027_ASPT
LT708304.1,SSR30,925037,925110,+,BQ2027_PHEU
LT708304.1,SSR30,925781,926194,+,PE_PGRS12
LT708304.1,SSR30,926191,926841,+,PE_PGRS13
LT708304.1,SSR132,4334202,4334973,+,BQ2027_MB3939
LT708304.1,SSR132,4334970,4338524,+,BQ2027_MB3940
LT708304.1,SSR132,4338559,4339149,+,sigMa
LT708304.1,SSR132,4339242,4340006,+,rsmA
LT708304.1,SSR132,4340100,4341107,+,trxB2
LT708304.1,SSR132,4341104,4341454,+,trxC
LT708304.1,SSR132,4341564,4342784,+,BQ2027_MB3946
LT708304.1,SSR132,4342805,4343539,-,BQ2027_MB3947C
LT708304.1,SSR132,4343829,4344863,-,parB
LT708304.1,SSR132,4344860,4345903,-,parA
LT708304.1,SSR132,4345900,4346574,-,gid
LT708304.1,SSR132,4346706,4347269,-,BQ2027_MB3951C
LT708304.1,SSR132,4347341,4348441,-,BQ2027_MB3952C
LT708304.1,SSR132,4348425,4348551,-,BQ2027_MB3953C
LT708304.1,SDR12,3207701,3209500,+,ppsA
LT708304.1,SSR93,2917207,2917707,+,BQ2027_MB2649
LT708304.1,SSR93,2917724,2918164,-,BQ2027_MB2650C
LT708304.1,SSR93,2918311,2918988,+,BQ2027_MB2651
LT708304.1,SSR93,2918973,2919326,-,BQ2027_MB2652C
LT708304.1,SSR93,2919339,2919764,-,BQ2027_MB2653C
LT708304.1,SSR93,2919761,2920432,-,BQ2027_MB2654C
LT708304.1,SSR93,2920510,2921331,+,BQ2027_MB2655
LT708304.1,SSR93,2921467,2922360,+,TB31.7
LT708304.1,SSR93,2922363,2923181,-,BQ2027_MB2657C
LT708304.1,SSR93,2923196,2924377,-,BQ2027_MB2658C
LT708304.1,SSR93,2924436,2924867,-,hrp1
LT708304.1,SSR93,2925381,2926622,-,BQ2027_MB2660C
LT708304.1,SSR93,2926932,2926971,+,BQ2027_MB2661
LT708304.1,SSR38,1165047,1166025,-,BQ2027_IS-LIKE-1
LT708304.1,SSR38,1165047,1165529,-,BQ2027_MB1070C
LT708304.1,SSR38,1165567,1165974,-,BQ2027_MB1071C
LT708304.1,SSR38,1166257,1167282,-,BQ2027_MB1072C
LT708304.1,SSR38,1167529,1168152,+,BQ2027_MB1073
LT708304.1,SSR38,1168149,1169030,+,BQ2027_MB1074
LT708304.1,SSR38,1169112,1169705,-,BQ2027_MB1075C
LT708304.1,SSR38,1169747,1171209,+,BQ2027_IS1081-1
LT708304.1,SSR38,1169900,1171147,+,BQ2027_MB1076
LT708304.1,SSR38,1171515,1172630,-,BQ2027_MB1077C
LT708304.1,SSR38,1172863,1173309,+,BQ2027_MB1078
LT708304.1,SSR38,1173357,1174262,+,BQ2027_MB1079
LT708304.1,SSR38,1174421,1175176,-,BQ2027_MB1080C
LT708304.1,SSR38,1176199,1176588,+,BQ2027_MB1081
LT708304.1,SSR38,1176487,1176762,-,BQ2027_MB1082C
LT708304.1,SSR38,1177404,1177718,+,BQ2027_MB1083
LT708304.1,SSR38,1177715,1177849,+,BQ2027_MB1084
LT708304.1,SSR38,1177838,1177911,+,BQ2027_LEUX
LT708304.1,SSR38,1178104,1178868,+,BQ2027_MB1085
LT708304.1,SSR38,1179872,1181053,+,BQ2027_MB1086
LT708304.1,SSR38,1181160,1182791,+,fadD14
LT708304.1,SSR38,1182867,1183931,+,BQ2027_MB1088
LT708304.1,SSR38,1183984,1184457,+,BQ2027_MB1089
LT708304.1,SSR38,1184491,1185354,+,BQ2027_MB1090
LT708304.1,SSR38,1185359,1186216,+,BQ2027_MB1091
LT708304.1,SSR38,1186217,1187299,-,BQ2027_MB1092C
LT708304.1,SSR38,1187380,1187799,-,lpqV
LT708304.1,SSR38,1187911,1188477,+,BQ2027_MB1094
LT708304.1,SSR38,1188474,1188869,+,BQ2027_MB1095
LT708304.1,SSR38,1188897,1190912,-,PE_PGRS19
LT708304.1,SSR38,1191245,1191321,-,PE_PGRS20
LT708304.1,SSR50,1605882,1606862,+,BQ2027_MB1464
LT708304.1,SSR50,1607102,1608688,+,PE16
LT708304.1,SSR50,1608799,1610568,+,BQ2027_MB1466
LT708304.1,SSR50,1610565,1611986,+,BQ2027_MB1467
LT708304.1,SSR50,1612150,1612965,+,BQ2027_MB1468
LT708304.1,SSR50,1612972,1613109,+,BQ2027_MB1469
LT708304.1,SSR50,1613058,1613687,-,BQ2027_MB1470C
LT708304.1,SSR50,1614044,1615063,+,gap
LT708304.1,SSR50,1615066,1615881,+,pgk
LT708304.1,SSR78,2428902,2429255,-,BQ2027_MB2205C
LT708304.1,SSR78,2429252,2430391,-,BQ2027_MB2206C
LT708304.1,SSR78,2430511,2430945,-,TB16.3
LT708304.1,SSR78,2431050,2431439,-,BQ2027_MB2208C
LT708304.1,SSR78,2431605,2432117,+,BQ2027_FADD15
LT708304.1,SSR78,2432204,2433406,+,fadD15
LT708304.1,SSR78,2433437,2434594,-,pimb
LT708304.1,SSR78,2434691,2435464,-,BQ2027_MB2212C
LT708304.1,SSR78,2435559,2436716,-,BQ2027_MB2213C
LT708304.1,SSR78,2437263,2439200,+,BQ2027_MB2214
LT708304.1,SSR78,2439075,2439771,-,trpD
LT708304.1,SSR97,3030072,3031069,-,hsdM
LT708304.1,SSR97,3031156,3031572,-,vapc21
LT708304.1,SSR97,3031569,3031835,-,vapb21
LT708304.1,SSR97,3031861,3032256,-,vapc42
LT708304.1,SSR97,3032253,3032522,-,vapb42
LT708304.1,SSR97,3032532,3033626,-,hsdS
LT708304.1,SSR97,3033623,3033895,-,BQ2027_MB2783C
LT708304.1,SSR97,3033911,3034042,-,BQ2027_MB2784C
LT708304.1,SSR97,3034116,3034595,-,dfrA
LT708304.1,SSR97,3034666,3035457,-,thyA
LT708304.1,SSR97,3035622,3036359,+,BQ2027_MB2787
LT708304.1,SSR97,3036574,3037356,-,BQ2027_MB2788C
LT708304.1,SSR97,3037353,3037706,-,BQ2027_MB2789C
LT708304.1,SSR97,3037880,3039064,-,PPE43
LT708304.1,SSR97,3039144,3039971,-,PE27
LT708304.1,SSR97,3040295,3041443,-,PPE44
LT708304.1,SSR97,3041567,3042019,-,BQ2027_MB2793C
LT708304.1,SSR97,3042105,3042578,-,BQ2027_MB2794C
LT708304.1,SSR97,3042590,3043327,-,dapB
LT708304.1,SSR97,3043338,3043742,-,BQ2027_MB2796C
LT708304.1,SSR97,3043895,3044356,+,BQ2027_MB2797
LT708304.1,SSR97,3044360,3045289,-,BQ2027_MB2798C
LT708304.1,SSR120,3936612,3936726,-,BQ2027_MB3579C
LT708304.1,SSR120,3936781,3937524,+,echA20
LT708304.1,SSR120,3937524,3938402,+,BQ2027_MB3581
LT708304.1,SSR120,3938399,3939151,+,BQ2027_MB3582
LT708304.1,SSR120,3939249,3940316,+,BQ2027_MB3583
LT708304.1,SSR120,3940313,3942370,+,fdxB
LT708304.1,SSR120,3942458,3943327,-,BQ2027_MB3585C
LT708304.1,SSR120,3943432,3944592,-,fadA6
LT708304.1,SSR120,3944657,3945259,-,BQ2027_MB3587C
LT708304.1,SSR120,3945608,3947266,+,PPE64
LT708304.1,SSR120,3947275,3948063,-,BQ2027_MB3589C
LT708304.1,SSR120,3948060,3949217,-,fadE30
LT708304.1,SSR120,3949265,3950788,+,fadD3
LT708304.1,SSR120,3950789,3951922,+,fadE31
LT708304.1,SSR120,3951919,3952878,+,fadE32
LT708304.1,SSR120,3952875,3953831,+,fadE33
LT708304.1,SSR120,3953828,3954994,+,aspB
LT708304.1,SSR120,3954959,3955810,-,nat
LT708304.1,SSR120,3955795,3956061,-,BQ2027_MB3597C
LT708304.1,SSR120,3956347,3956910,-,hsab
LT708304.1,SSR120,3956925,3957827,-,hsac
LT708304.1,SSR120,3957824,3958699,-,hsad
LT708304.1,SSR120,3958714,3959898,-,hsaa
LT708304.1,SSR120,3960045,3960531,+,kshb
LT708304.1,SSR16,542742,542929,-,mmpS4
LT708304.1,SSR16,543161,543871,+,BQ2027_MB0460
LT708304.1,SSR16,544193,545749,+,PPE11
LT708304.1,SSR16,545854,546204,+,BQ2027_MB0462
LT708304.1,SSR16,546394,546840,-,BQ2027_MB0463C
LT708304.1,SSR16,546908,547822,-,echA2
LT708304.1,SSR16,548095,548376,-,mazf1
LT708304.1,SSR16,548363,548488,-,mazE1
LT708304.1,SSR16,548605,550635,-,BQ2027_MB0466C
LT708304.1,SSR16,550694,552217,+,BQ2027_MB0467
LT708304.1,SSR16,552217,552708,+,BQ2027_MB0468
LT708304.1,SSR16,552768,553007,+,BQ2027_MB0469
LT708304.1,SSR16,553045,553569,+,BQ2027_MB0470
LT708304.1,SSR16,553633,555027,+,lpd
LT708304.1,SSR16,555035,555328,+,BQ2027_MB0472
LT708304.1,SSR16,555332,555904,-,BQ2027_MB0473C
LT708304.1,SSR16,555901,557325,-,BQ2027_MB0474C
LT708304.1,SSR16,557477,558271,+,BQ2027_MB0475
LT708304.1,SSR16,558546,559832,+,icl
LT708304.1,SSR16,559914,560774,+,fadB2
LT708304.1,SSR16,560907,561767,+,umaA1
LT708304.1,SSR16,561867,562730,-,pcaA
LT708304.1,SSR16,562873,563313,-,BQ2027_MB0480C
LT708304.1,SSR16,563244,563732,-,BQ2027_MB0481C
LT708304.1,SSR16,563742,564446,-,BQ2027_MB0482C
LT708304.1,SSR16,564583,565953,+,BQ2027_MB0483
LT708304.1,SSR16,566040,566462,+,BQ2027_MB0484
LT708304.1,SSR16,566816,567415,+,hbhA
LT708304.1,SSR16,567527,567790,+,BQ2027_MB0486
LT708304.1,SSR16,567795,568241,+,BQ2027_MB0487
LT708304.1,SSR16,568241,568915,+,deoC
LT708304.1,SSR16,568940,569986,-,BQ2027_MB0489C
LT708304.1,SSR16,569983,570918,-,BQ2027_MB0490C
LT708304.1,SSR16,570951,571475,-,BQ2027_MB0491C
LT708304.1,SSR16,571502,572611,+,murB
LT708304.1,SSR16,572673,573621,+,lprQ
LT708304.1,SSR54,1725942,1728066,+,ileS
LT708304.1,SSR54,1728278,1729669,+,dinX
LT708304.1,SSR54,1729634,1730614,-,ansA
LT708304.1,SSR54,1730666,1731274,+,lspA
LT708304.1,SSR54,1731267,1732193,+,BQ2027_MB1567
LT708304.1,SSR54,1732200,1732793,-,lprI
LT708304.1,SSR54,1732848,1733258,-,glbN
LT708304.1,SSR54,1733486,1734511,+,BQ2027_MB1570
LT708304.1,SSR54,1734516,1735319,+,BQ2027_MB1571
LT708304.1,SSR54,1735341,1735568,+,BQ2027_MB1572
LT708304.1,SSR54,1735617,1736048,+,BQ2027_MB1573
LT708304.1,SSR54,1736116,1739421,+,dnaE1
LT708304.1,SSR131,4280262,4280711,+,BQ2027_MB3893
LT708304.1,SSR131,4280954,4282210,+,espe
LT708304.1,SSR131,4282298,4282609,+,espf
LT708304.1,SSR131,4282612,4283463,+,espg1
LT708304.1,SSR131,4283502,4284053,+,esph
LT708304.1,SSR131,4284046,4285767,+,ecca1
LT708304.1,SSR131,4285771,4287213,+,eccb1
LT708304.1,SSR131,4287213,4289456,+,eccca1
LT708304.1,SSR131,4289559,4291334,+,ecccb1
LT708304.1,SSR131,4291477,4291773,+,PE35
LT708304.1,SSR131,4291807,4292913,+,PPE68
LT708304.1,SSR131,4293006,4293308,+,esxB
LT708304.1,SSR131,4293341,4293628,+,esxA
LT708304.1,SSR131,4293742,4295742,+,espi
LT708304.1,SSR131,4295739,4297274,+,eccd1
LT708304.1,SSR131,4297425,4298267,+,espj
LT708304.1,SSR131,4298325,4300559,-,espk
LT708304.1,SSR131,4300976,4301323,-,espl
LT708304.1,SSR131,4301320,4302702,-,espb
LT708304.1,SSR131,4302809,4304197,-,ecce1
LT708304.1,SSR131,4304194,4305534,-,mycp1
LT708304.1,SSR131,4305756,4307615,-,ecca2
LT708304.1,SSR131,4307685,4309298,-,ecce2
LT708304.1,SSR131,4309295,4310947,-,mycp2
LT708304.1,SSR131,4310932,4311141,-,eccd2
LT708304.1,SSR1,7706,9818,+,gyrA
LT708304.1,SSR1,9914,10828,+,BQ2027_MB0007
LT708304.1,SSR1,10887,10960,+,BQ2027_ILET
LT708304.1,SSR1,11112,11184,+,BQ2027_ALAT
LT708304.1,SSR1,11874,12311,-,BQ2027_MB0008C
LT708304.1,SSR1,12468,13016,+,ppiA
LT708304.1,SSR1,13222,13557,-,BQ2027_MB0010C
LT708304.1,SSR1,13713,13994,-,BQ2027_MB0011C
LT708304.1,SSR1,14088,14876,+,BQ2027_MB0012
LT708304.1,SSR1,14913,15611,+,trpG
LT708304.1,SSR1,15589,17469,-,pknB
LT708304.1,SSR1,17466,18761,-,pknA
LT708304.1,SSR1,18758,20233,-,pbpA
LT708304.1,SSR1,20230,21639,-,rodA
LT708304.1,SSR1,21636,23180,-,pstp
LT708304.1,SSR1,23269,23736,-,fhaB
LT708304.1,SSR1,23860,25425,-,fhaA
LT708304.1,SSR1,25625,25707,+,BQ2027_LEUT
LT708304.1,SSR1,25894,26862,-,BQ2027_MB0021C
LT708304.1,SSR1,27004,27423,-,whiB5
LT708304.1,SSR1,27576,28346,+,BQ2027_MB0023
LT708304.1,SSR1,28343,29176,+,BQ2027_MB0024
LT708304.1,SSR1,29225,29587,+,BQ2027_MB0026
LT708304.1,SSR1,29702,31135,+,BQ2027_MB0027
LT708304.1,SSR1,31173,31490,+,BQ2027_MB0028
LT708304.1,SSR1,31498,31803,+,BQ2027_MB0029
LT708304.1,SSR1,32041,33138,+,BQ2027_MB0030
LT708304.1,SSR1,33208,33537,+,BQ2027_MB0031
LT708304.1,SSR1,33566,33778,+,BQ2027_MB0032
LT708304.1,SSR1,34279,36594,+,bioF2
LT708304.1,SSR1,36591,36854,+,acpA
LT708304.1,SSR1,36851,37246,+,BQ2027_MB0035
LT708304.1,SSR1,37243,37715,+,fadD34
LT708304.1,SSR74,2316672,2317302,-,cobM
LT708304.1,SSR74,2317299,2318132,-,cobLb
LT708304.1,SSR74,2318125,2318313,-,cobLa
LT708304.1,SSR74,2318388,2319176,-,BQ2027_MB2100C
LT708304.1,SSR74,2319334,2319585,-,BQ2027_MB2101C
LT708304.1,SSR74,2319620,2320591,-,BQ2027_MB2102C
LT708304.1,SSR74,2320592,2320891,-,BQ2027_MB2103C
LT708304.1,SSR74,2321356,2321670,+,BQ2027_MB2104
LT708304.1,SSR74,2321652,2323622,+,BQ2027_MB2105
LT708304.1,SSR74,2323603,2324166,+,lppJ
LT708304.1,SSR74,2324362,2324805,-,BQ2027_MB2107C
LT708304.1,SSR74,2324842,2326310,+,BQ2027_IS1556
LT708304.1,SSR74,2325009,2327174,+,BQ2027_MB2108
LT708304.1,SSR74,2327171,2328115,+,BQ2027_MB2109
LT708304.1,SSR74,2328108,2329103,+,BQ2027_MB2110
LT708304.1,SSR74,2329148,2329255,+,BQ2027_MB2111
LT708304.1,SSR74,2329253,2329281,+,BQ2027_IS1556
LT708304.1,SSR83,2577672,2578275,-,BQ2027_MB2350C
LT708304.1,SSR83,2578340,2578786,+,BQ2027_MB2351
LT708304.1,SSR83,2579015,2579863,-,BQ2027_MB2352C
LT708304.1,SSR83,2579860,2581953,-,BQ2027_MB2353C
LT708304.1,SSR83,2581994,2582485,+,BQ2027_MB2354
LT708304.1,SSR83,2582737,2583885,+,PE23
LT708304.1,SSR83,2583920,2585467,-,narK1
LT708304.1,SSR83,2585701,2586228,-,lppP
LT708304.1,SSR83,2586303,2586689,+,BQ2027_MB2358
LT708304.1,SSR83,2586746,2587084,+,BQ2027_MB2359
LT708304.1,SSR83,2587114,2587671,+,mez
LT708304.1,SSR17,578685,579290,+,BQ2027_MB0498
LT708304.1,SSR17,579447,580196,+,gpm1
LT708304.1,SSR17,580370,581602,+,senX3
LT708304.1,SSR17,581960,582643,+,regX3
LT708304.1,SSR17,582640,584529,-,BQ2027_MB0502C
LT708304.1,SSR17,584526,584855,-,BQ2027_MB0503C
LT708304.1,SSR17,584852,585841,-,BQ2027_MB0504C
LT708304.1,SSR17,585846,586574,+,BQ2027_MB0505
LT708304.1,SSR17,586575,587465,-,BQ2027_MB0506C
LT708304.1,SSR17,587545,588531,+,ppx1
LT708304.1,SSR17,588528,589460,+,BQ2027_MB0508
LT708304.1,SSR17,589476,590318,+,BQ2027_MB0509
LT708304.1,SSR17,590334,591209,+,BQ2027_MB0510
LT708304.1,SSR17,591234,592121,+,proC
LT708304.1,SSR17,592262,592498,+,BQ2027_MB0512
LT708304.1,SSR17,592626,592727,+,BQ2027_MB0512A
LT708304.1,SSR17,592805,593935,+,galE2
LT708304.1,SSR17,593942,595018,+,BQ2027_MB0514
LT708304.1,SSR17,595022,595930,-,cmaA2
LT708304.1,SSR17,595953,596241,-,BQ2027_MB0516C
LT708304.1,SSR82,2558532,2559104,+,BQ2027_MB2327
LT708304.1,SSR82,2559114,2559707,+,BQ2027_MB2328
LT708304.1,SSR82,2559494,2559928,+,BQ2027_MB2329
LT708304.1,SSR82,2559857,2560702,-,BQ2027_MB2330C
LT708304.1,SSR82,2561234,2561425,-,BQ2027_MB2331C
LT708304.1,SSR82,2561510,2561941,-,BQ2027_MB2332C
LT708304.1,SSR82,2562034,2562216,-,BQ2027_MB2333C
LT708304.1,SSR82,2562425,2563141,+,BQ2027_MB2334
LT708304.1,SSR82,2563770,2563843,-,BQ2027_METV
LT708304.1,SSR82,2563849,2564304,-,BQ2027_MB2335C
LT708304.1,SSR82,2565051,2565338,+,BQ2027_MB2336
LT708304.1,SSR82,2565441,2565785,+,BQ2027_MB2337
LT708304.1,SSR82,2565890,2566414,+,BQ2027_MB2338
LT708304.1,SSR82,2566492,2566761,+,BQ2027_MB2339
LT708304.1,SSR82,2567058,2567912,-,BQ2027_MB2340C
LT708304.1,SSR82,2567923,2569296,-,BQ2027_MB2341C
LT708304.1,SSR82,2569293,2570271,-,BQ2027_MB2342C
LT708304.1,SSR42,1289202,1292426,+,narG
LT708304.1,SSR42,1292465,1294141,+,narH
LT708304.1,SSR42,1294198,1294803,+,narJ
LT708304.1,SSR42,1294806,1295546,+,narI
LT708304.1,SSR42,1295568,1297454,+,typA
LT708304.1,SSR42,1297552,1299459,+,lpqW
LT708304.1,SSR42,1299487,1300071,-,BQ2027_MB1199C
LT708304.1,SSR10,264351,265065,+,BQ2027_MB0227
LT708304.1,SSR10,264931,266088,-,BQ2027_MB0228C
LT708304.1,SSR10,266187,266951,-,BQ2027_MB0229C
LT708304.1,SSR10,266987,268141,+,BQ2027_MB0230
LT708304.1,SSR10,268158,269888,-,BQ2027_MB0231C
LT708304.1,SSR10,269898,271163,-,BQ2027_MB0232C
LT708304.1,SSR10,271379,272602,+,BQ2027_MB0233
LT708304.1,SSR10,272630,273310,-,BQ2027_MB0234C
LT708304.1,SSR10,273307,274287,-,php
LT708304.1,SSR10,274382,276088,+,fadE4
LT708304.1,SSR10,276223,276912,+,BQ2027_MB0237
LT708304.1,SSR10,276909,277853,+,nrdB
LT708304.1,SSR10,277929,279464,-,gabD1
LT708304.1,SSR10,279490,280938,-,BQ2027_MB0240C
LT708304.1,SSR10,280973,285175,-,aftd
LT708304.1,SSR10,285222,285395,-,BQ2027_MB0242C
LT708304.1,SSR10,285510,286676,+,lpqI
LT708304.1,SSR10,286752,287366,+,BQ2027_MB0244
LT708304.1,SSR10,287428,287661,+,vapb24
LT708304.1,SSR10,287669,288106,+,vapc24
LT708304.1,SSR10,288136,288270,-,htdx
LT708304.1,SDR4,1707151,1708200,+,BQ2027_MB1551
LT708304.1,SSR107,3391992,3392274,+,BQ2027_MB3093
LT708304.1,SSR107,3392387,3392797,+,BQ2027_MB3094
LT708304.1,SSR107,3392798,3392870,-,BQ2027_ALAU
LT708304.1,SSR107,3392938,3394581,-,pgmA
LT708304.1,SSR107,3394651,3395049,+,BQ2027_MB3096
LT708304.1,SSR107,3395046,3395426,+,BQ2027_MB3097
LT708304.1,SSR107,3395423,3396532,+,BQ2027_MB3098
LT708304.1,SSR107,3396757,3397281,-,BQ2027_MB3099C
LT708304.1,SSR107,3397288,3397644,-,BQ2027_MB3100C
LT708304.1,SSR107,3397738,3399012,+,BQ2027_MB3101
LT708304.1,SSR107,3399009,3399932,-,BQ2027_MB3102C
LT708304.1,SSR107,3400031,3400507,+,BQ2027_MB3103
LT708304.1,SSR107,3400500,3402311,+,BQ2027_MB3104
LT708304.1,SSR107,3402312,3402713,+,hab
LT708304.1,SSR107,3402729,3403556,-,BQ2027_MB3106C
LT708304.1,SSR107,3403615,3406947,-,pknK
LT708304.1,SSR107,3406999,3408237,+,BQ2027_MB3108
LT708304.1,SSR107,3408363,3409385,-,virS
LT708304.1,SSR107,3409463,3410950,+,BQ2027_MB3110
LT708304.1,SSR107,3410956,3411882,+,lipR
LT708304.1,SSR107,3411879,3412709,+,BQ2027_MB3112
LT708304.1,SSR107,3412740,3413846,+,adhD
LT708304.1,SSR107,3413884,3415302,+,BQ2027_MB3114
LT708304.1,SSR107,3415299,3416723,+,tgs4
LT708304.1,SSR107,3416720,3416781,+,fadD13
LT708304.1,SSR72,2242722,2243146,+,BQ2027_MB2035
LT708304.1,SSR72,2243769,2244996,+,BQ2027_IS1607
LT708304.1,SSR72,2243850,2244470,+,BQ2027_MB2036
LT708304.1,SSR72,2244424,2245014,+,BQ2027_MB2037
LT708304.1,SSR72,2245142,2246398,-,BQ2027_MB2038C
LT708304.1,SSR72,2246752,2247327,+,BQ2027_MB2039
LT708304.1,SSR72,2247324,2248364,+,BQ2027_MB2040
LT708304.1,SSR72,2248606,2249325,+,vapB45
LT708304.1,SSR72,2249315,2249731,+,vapC45
LT708304.1,SSR72,2249747,2250046,-,BQ2027_MB2043C
LT708304.1,SSR72,2250131,2250436,-,BQ2027_MB2044C
LT708304.1,SSR72,2250445,2251050,-,higB2
LT708304.1,SSR72,2251075,2251434,-,BQ2027_MB2046C
LT708304.1,SSR72,2251594,2252271,-,BQ2027_MB2047C
LT708304.1,SSR72,2252666,2253562,-,BQ2027_MB2048C
LT708304.1,SSR72,2253746,2258566,-,BQ2027_MB2049C
LT708304.1,SSR72,2259075,2260073,-,BQ2027_MB2050C
LT708304.1,SSR72,2260188,2261072,-,BQ2027_MB2051C
LT708304.1,SSR72,2261112,2262833,-,dost
LT708304.1,SSR72,2262894,2263733,-,BQ2027_MB2053C
LT708304.1,SSR72,2263730,2264749,-,pfkB
LT708304.1,SSR72,2264766,2265005,-,BQ2027_MB2055C
LT708304.1,SSR72,2264990,2266810,-,BQ2027_MB2056C
LT708304.1,SSR72,2266822,2267256,-,hspX
LT708304.1,SSR72,2267453,2268448,+,acg
LT708304.1,SSR72,2268564,2269406,-,BQ2027_MB2059C
LT708304.1,SSR72,2269618,2269941,+,BQ2027_MB2060
LT708304.1,SSR72,2269938,2270426,+,BQ2027_MB2061
LT708304.1,SSR72,2270423,2271064,+,BQ2027_MB2062
LT708304.1,SSR72,2271071,2272045,-,BQ2027_MB2063C
LT708304.1,SSR72,2272047,2273120,-,BQ2027_MB2064C
LT708304.1,SSR72,2273123,2273965,-,BQ2027_MB2065C
LT708304.1,SSR72,2273952,2274471,-,BQ2027_MB2066C
LT708304.1,SSR113,3725285,3726079,-,BQ2027_MB3386C
LT708304.1,SSR113,3726161,3726532,-,BQ2027_MB3387C
LT708304.1,SSR113,3726675,3726935,-,BQ2027_MB3388C
LT708304.1,SSR113,3727050,3727439,+,BQ2027_MB3389
LT708304.1,SSR113,3727453,3727746,-,BQ2027_MB3390C
LT708304.1,SSR113,3727743,3728588,-,folD
LT708304.1,SSR113,3728712,3728987,+,relj
LT708304.1,SSR113,3728984,3729241,+,relk
LT708304.1,SSR113,3729283,3730473,+,BQ2027_MB3394
LT708304.1,SSR113,3730590,3730958,+,BQ2027_MB3395
LT708304.1,SSR113,3730955,3731506,-,mfpA
LT708304.1,SSR113,3731513,3732094,-,BQ2027_MB3397C
LT708304.1,SSR113,3732075,3732443,-,BQ2027_MB3398C
LT708304.1,SSR113,3732421,3732813,-,BQ2027_MB3399C
LT708304.1,SSR113,3732810,3735440,-,BQ2027_MB3400C
LT708304.1,SSR113,3735676,3736140,+,spoU
LT708304.1,SSR113,3736507,3738387,+,PE_PGRS51
LT708304.1,SSR113,3738388,3739032,-,BQ2027_MB3403C
LT708304.1,SSR113,3739031,3739465,+,BQ2027_MB3404
LT708304.1,SSR113,3739554,3742793,-,dnaE2
LT708304.1,SSR113,3742985,3744325,+,BQ2027_MB3406
LT708304.1,SSR113,3744367,3745542,+,otsB2
LT708304.1,SSR113,3745779,3746669,+,echA18
LT708304.1,SSR113,3746674,3748101,+,amiD
LT708304.1,SSR113,3748209,3748862,+,BQ2027_MB3410
LT708304.1,SSR113,3748954,3750405,-,BQ2027_MB3411C
LT708304.1,SSR113,3750410,3751300,-,BQ2027_MB3412C
LT708304.1,SSR113,3751309,3752919,-,dxs2
LT708304.1,SSR113,3752270,3753837,+,BQ2027_IS1560-2
LT708304.1,SSR113,3753144,3754133,-,lytB1
LT708304.1,SSR113,3754133,3755185,-,idsB
LT708304.1,SSR113,3755939,3756331,-,vapc46
LT708304.1,SSR113,3756331,3756639,-,vapb46
LT708304.1,SSR113,3756683,3758250,+,BQ2027_IS1560-2
LT708304.1,SSR113,3756788,3757492,+,BQ2027_MB3418
LT708304.1,SSR113,3757482,3758159,+,BQ2027_MB3419
LT708304.1,SSR113,3758349,3759561,+,PE_PGRS52
LT708304.1,SSR44,1346622,1347599,+,dapE
LT708304.1,SSR44,1347596,1348180,-,BQ2027_MB1235C
LT708304.1,SSR44,1348211,1349899,-,BQ2027_MB1236C
LT708304.1,SSR44,1349994,1350557,+,log
LT708304.1,SSR44,1350607,1352400,+,fadD6
LT708304.1,SSR44,1352466,1353422,+,folP2
LT708304.1,SSR44,1353419,1354393,+,gpgs
LT708304.1,SSR44,1354432,1354800,+,BQ2027_MB1241
LT708304.1,SSR44,1354797,1355411,+,tagA
LT708304.1,SSR44,1355518,1355745,+,BQ2027_MB1243
LT708304.1,SSR44,1355773,1356936,-,glga
LT708304.1,SSR44,1357111,1357491,+,glgC
LT708304.1,SSR87,2659452,2659613,+,cysH
LT708304.1,SSR87,2659610,2660455,+,che1
LT708304.1,SSR87,2660492,2662423,+,ggtB
LT708304.1,SSR87,2662554,2662994,+,BQ2027_MB2416
LT708304.1,SSR87,2663008,2664558,+,BQ2027_MB2417
LT708304.1,SSR87,2664707,2664922,+,aprA
LT708304.1,SSR87,2665034,2665198,+,aprB
LT708304.1,SSR87,2665282,2666364,+,PE_PGRS41
LT708304.1,SSR87,2666389,2667444,-,cysA1
LT708304.1,SSR87,2667461,2668279,-,cysW
LT708304.1,SSR87,2668276,2669127,-,cysT
LT708304.1,SSR87,2669124,2670194,-,subI
LT708304.1,SSR87,2670208,2670537,+,BQ2027_MB2423
LT708304.1,SSR87,2670522,2670725,-,BQ2027_MB2424C
LT708304.1,SSR87,2670853,2672937,+,BQ2027_MB2425
LT708304.1,SSR87,2673015,2673770,-,lppR
LT708304.1,SSR87,2673767,2675728,-,lepA
LT708304.1,SSR87,2675749,2676318,+,BQ2027_MB2428
LT708304.1,SSR87,2676489,2676917,-,BQ2027_MB2429C
LT708304.1,SSR87,2677177,2678019,+,rnz
